text,label
Ang nakakaloko dyan... ngayon si Duterte ang leading pero pag natapos na bilangan... biglang si Roxas na yan. LORD PAANO,1
Cheating Mar Roxas is the... https://t.co/iO0F65WAon,1
"RT @xpeanutgalleryx: @mgvtrb learned from our history that those who vilify authorities end up being cozy w/ same auth

binay, miriam, enri…",0
"RT @thetypicalRT: Daming ads ni Binay, di naman namin iboboto. Hahahahahahahaha",1
Roxas at Poe wag nyong pagkaisahin si Duterte! #AyawSaDILAW,1
Regine Velasquez-Alcasid says no to Mar Roxas: https://t.co/zAIWyQ3RVV via @YouTube,1
Hindi ba si Imelda Yung pinapayungan noon? Ngayon si Binay?  https://t.co/PJm61lkCzS,0
Yes I am NOT backing out! Let's win this together #POE2016 https://t.co/l1wGxG32vj,0
Nga pala pag nanalo si Mar Roxas alam na nag daya!!! #HalalanResults,1
Dear social media giants on LP/gov't/payroll: you're not helping Mar Roxas. Duterte is thanking you.,0
"Itong si #MarRoxas alam nman pla nya saan ang my drugs sa dvo &amp; makati,bakit di pa nya sinumbong sa mga pulis..",0
damn binay change of career agad agad? https://t.co/wcwE5Th61O,1
Huh? Do you even know how many Senior Citizens we have? 'Thinking of themselves'? Is that how Mar Roxas sees things? https://t.co/wYtDiuOPOB,1
@DProbinsyano Ahaha gumanti lang si poe. dahil sabi rin ni duterte na gagawin nyang dswd sec! hindi ka ata updated sa balita kaya mutanga ka,1
@axaxiiing sana nag VP nalang sina Poe at Roxas kay DU30. ??,0
matatanggap ko na hindi mananalo si sen.Miriam pero yung pang lima sya? *insert Mar Roxas' voice* PUTANGINA ANO BA TO?? #MIRIAMforPRESIDENT,1
"Lahat ng relatives ko sa mother side, si Binay ang iboboto. Sa father side naman si Roxas. Ugh",1
RT @imKathPascua: Grabe kafake ni binay. Di naman siguro kailangang magpost ng pic na pinakain niya yung mga mahihirap sa jollibee ??????,1
Umay tlaga commercial ni nognog binay! Hahahah????,1
"@taulaiscassidy ""Actually di ako taga Makati pero napapaisip ako di naman siguro gaganda ang makati kung puro corrupt lang c VP Binay""",1
Pero mas di ko bet ang bagong commercial ni Binay about nognog. Like wtf.,1
ako Du30. magkaiba man kami but still we respect each other decision. ????,0
@jonamaecanezal MASAKIT SA MATA YAN. LALO NA PAG NAALALA KO DYAN SI PNOY AT MAR ROXAS. BUTI NA LANG COLOR GREEN UNIFORM NG TIEZA,1
"VP Binay resigns from Aquino Cabinet, as HUDCC chief and concurrent pres'l adviser on OFWs.",0
Please pray for Mar Roxas na wag mandaya sa Election Day. ? https://t.co/NJGgfcdiEQ,1
".senmiriam: Other than concurrence of the Senate, no authority expressly transforms a treaty into law. https://t.co/OmdU0ezheQ",0
@fletchercrown dunno for president (certainly not roxas and binay ??) but solid BBM supporter,0
"@Crispy_Fatah @ANCALERTS @EvelynM79600425 duterte is not plastic his life is open book unlike Mar, Binay and Poe pretentious,, assholes.",1
"Jusko yung something ni binay sa tv puro ""nognog"" nakakasakit ho kayo hahahahaha leshe????",1
"Binay, to prove that he's healthy: ""Laki ako sa hirap, batak ako sa trabaho.""
Me: No, don't claim you have poverty abs. Ew.",1
mashado namang halata mr mar roxas. dahan dahan lang.,1
LOOK: #Roxas went to a nearby coffee shop w/ son Paolo &amp; nieces after casting his vote #VotePH2016 https://t.co/MGGwXMapCb,0
itutuloy kaya ni binay yan plus yung no income tax for P30k o less earners! #OnlyBinay  https://t.co/JHpMVNQBPy,0
Hala Diba Yung KN Maroxas sila bakit nandito sila kay Poe kagabi ?? Angyare ?? https://t.co/ZDnlMJIoSH,0
Binay di ka qualified!! Assuming ka naman masayado mas qualified ka maging magnanakaw.,1
ANNOYING Binay ads. Sinong niloloko mo?,1
@ABSCBNNews hindi pa natapos ang isang issue kay VP Binay may bago nnaman binabato. #OnlyBinayUNAsaIlocos,0
VP Binay: Itinatanggi ng pamahalaan na malaking problema ang seguridad o Peace and order. | via @jv_arcena,0
Yay! Makaboto nko kay binay congressman!,0
#PresidentialDebate2016 #images,0
Chiz slams VP Binay and LP’s offer for Gordon to file DQ cases against Poe https://t.co/GIlDJDsTNc,0
Magtataka talaga ako kung mananalo yan si Mar Roxas !!,0
"Binay, Grace, Mar top TV ad spenders in 2015: Nielsen https://t.co/GgX024LTVQ #Halalan2016 https://t.co/yH9BDru8hA",0
"Binay no.1 pa rin sa SWS survey; Duterte, Poe patas sa pangalawang pwesto

Nangunguna muli si UNA partylist... https://t.co/rfIznZOIi7",0
RT @eunicezxcvbnm: Miriam Defensor Santiago for president and Bongbong Marcos for vice president. This country deserves the true meaning of…,0
"@nems5669 @cocoy naalala konrin yun challenge ni VP Binay kay Trillanes for a debate, tapos mismo si VP Binay nag backout.",0
VP Binay says APEC brought benefits to Phl https://t.co/tOLde0nZQ0 | via DZRH News,0
RT @cnnphilippines: SC on Binay suspension case: Condonation doctrine is abandoned | Live https://t.co/CaczwF9CtH,0
Why are they being so mean to binay? Tsssk https://t.co/un2RV8isSQ,0
"RT @ihateposh: Me: First step, return what you have stolen. @VPJojoBinay

Binay: Walang ganyanan. https://t.co/aA2e5oB2tl",0
Ano naman nagawa ng programa ni Mar? Bkt ang dami pa ring criminals sa bansa? ?????????? #PHVoteRoxas https://t.co/FAfoAANF3E,1
"A very moronic statement!! Pls stay inside the ring,&amp; don't forget to bring Binay with you, both useless in Philippine Govt. #PacYou",1
Will MDS be using the word magnanakaw in Binay's presence in today's PCCI forum? :-),0
"@raissawriter it won't be a big margin, maybe even a three way tie with Roxas and Binay and Poe who is supported by Durabis also close",0
"So after one day, sino ang panalo so far? Ayy apat lang ang choices sorry #Duterte #Roxas #Poe #Binay",0
BAKIT DAHIL KAY BINAY???????,0
"RT @mangtomasino: Nognog, pandak, laki sa hirap. 

Binay, STOP.",1
@inquirerdotnet @mitosmagsaysay tell this to Trillanes Roxas Binay Poe &amp; your PNoy who use our money for Campaigns #ChangeIsComing,1
Iba talaga nagagawa ng pera noh mar roxas?!! Baka mamaya nyan ikaw pa maging presidente ??,1
Only Binay ??????,0
"No announcement of VP Binay's running-mate today, but Binay spokesman Atty. @ricoquicho endorses… https://t.co/kYYnLMKHly",0
Ma pride sad ni si Binay,0
@akosiduke23 Mas kasalanan ni Binay talaga to eh hahahah,1
#PHVoteBinay,0
Astig ah! Mar Roxas answers questions of Daniel Padilla. Mukhang series to - ano kaya susunod pang tanong?  https://t.co/D8eyKBHIPw,1
Tangina ka Binay ah. Hahahaha,1
"‘GIVE IT UP, MAR, IF YOU CHEAT YOU’LL DESTROY THIS COUNTRY’ - An Open Letter To Mar Roxas https://t.co/S8b8Px7SP1",1
DUTERTE is not running? I would rather not vote. I am not going for Mar or Poe! #NOTOMARANDPOE,0
Hindi po ako disente at wala akong planong maging disente. Shut up ka nalang Mar Roxas to Poe. #AyawSaDILAW,1
"@wawam ayan ha,PLUNDER vs Binay, per Sen Pmentel, Cayetano&amp;Trillanes..mga katungali nila Mar..baka kay Mar at Malacanang pa rin isisi yan!",0
"Roxas at Binay,muntik magkasabay sa pamamahagi ng tulong sa Nueva Ecija. #LandoPH #AksyonPanahon #aksyonsaumaga https://t.co/CSneSo1f82",0
#Duterte #Marcos #Santiago #Election2016,1
Tumigil ka nga Binay! Balatan kita gamit ang nipper eh #punyeta #SellingFalseHope #NoToBinay2016 @NoToBinay2016  https://t.co/RvG4S5RhcN,1
Grabe Mar Roxas mahiya ka naman.,1
"To all OFWs please read this post. Mar Roxas' continues his ""tuwid na daan"" which is full of lies &amp; bulls***! https://t.co/W48RNgbWZi",1
"@adabubacar 7,761+m si roxas ngayon, si duterte 13,200+m si digong",0
@taulaiscassidy Not really This city have good infra coz of https://t.co/5lthmssq8M is sustaining itself.Makati ang nagpayaman kay Binay,1
#VoteKathrynFPP #KCA,1
"RT @MenardDann_: Toni: ""Ano ang katangian niyo kung kaya't dapat kayong maging Big Winner?"" 

Binay: ""Nognog, pandak, at laki sa hirap.""",0
"Buti nalang, sira tv namin. Baka bangungutin ako sa bagong tv ad ni binay na another ""nognog"" theme na naman daw.",1
"RT @deejayap: Mar Roxas in Marawi City; he will be conferred ""datu"" rank &amp; adopted as a son of Lanao later today https://t.co/5UkdAYT72H",0
Please.,1
Koalisyon ng Daang Matuwid to Binays: Prepare to explain allegations before the Ombudsman @PhilippineStar @PhilstarNews,0
Binay gives gov't failing mark for Yolanda recovery efforts https://t.co/pWh5i2EI4Q https://t.co/aF1Gcm3CWj,0
Wow! Ang cheap naman ng mga trolls ni Mar Roxas. Ho ho ho! https://t.co/dLC49LTrgj,1
@romatose @_MicahBird b8 binay,0
"In a night of punch lines, VP Binay had one of his own to throw but didn't… https://t.co/u3HN3uH6FT #Quezon #news",0
The abundance of bobotantes justify my concerns,1
nognog hahaha ano ba binay :((,1
"Bukod sa ang itim ko lalo sa dilaw, eh ang gago pa ni Mar Roxas. So #AyawSaDILAW tlga ko. ??",1
"RT @ChizNewsAlert: .@SayChiz: Substitution is not possible since we are both independents. If the case decides against Sen. Poe, we will br…",0
@suigeneris_05 Im not in favor of Mar and definitely not Poe or Binay. Hell no.... hahaha i hated DU30 but im done voting the lesser evil,1
@mymzlanado Hala. Di Binay if ever yan or Bongbong at sila ang matitindi war chests.,0
"'Don't cheapen the presidency,' Duterte tells Poe's camp - ABS CBN News https://t.co/oPfhZ4c5Qo",0
Pag nakikita ko mukha ni Roxas sa TV pinapatay ko yung TV namin nakakairita EPAL kasi! #RoxasRobredo #Duterte2016,1
"""@nancybinay: Antay Binay reporters ?? https://t.co/dyKZ9C7i3f""

You're very simple Sen. @nancybinay 
Looking fwd to meet you soon.",0
Nagpunta pala sa school ang lolo ko (VP Binay) haha di ko napanuod.,0
Nag research na naman si Poe #PiliPinasDebates2016,0
"RT @dannagatchiii: Trending ang Only Binay, aba akala ko new endorsement. ""Only Binay touches my skin, who touches yours?""",0
"@akosimumble yup. No doubt, a jail cell awaits Binay if he lises thus election. And the poor pple doesnt realize this!",1
"Binay sues Ombudsman, senators for P200M via @rapplerdotcom http://t.co/RjJko2kiQY

Scare tactics by the rich and corrupt.",1
@ivanmayrina para sa iyo walang ginawang mabuti gobyerno. Spokesman ka ba ni Binay. @gmanews @noynoyaquino,0
"Imposible 4rt sa Ratings Si Mar, Pag Abot sa Boto, 2nd Shit!!! Imposible Dapat si Grace poe :( #Election2016",1
"Laughtrip sa bagong commercial ni Binay. Nilait ng nilait yung sarili ???? Puro ""NOGNOG"" ang narinig ko. Nandamay ka pa hahahahahahahaha tae",1
RT @meannski: Sino naman yung kumakanta sa bagong ad ni Binay? #OnlyBinaydaw,0
Nandito tlga si niall kce susundan nia ung yapak ni binay... guis be raedy baka di nio makilala si niall after the brake....,0
RT @phil2N: Wala to kumpara kay justin binay https://t.co/r6j1cLAYHF,0
This new Binay commercial is shit ??,1
#SwitchtoMar #RoxasRobredo  https://t.co/EIh9yqzp3P,0
Kasi daw papasara makati-mandaluyong bridge pag hindi si binay binoto ?? huhuhu https://t.co/MsIAz1TUxy,0
Duterte: crime,0
"@twit2millions @randyfamous Korek! Hindi nila pwedeng gawing mali ang tama.  

Desperate Roxas, Binay and Poe kaya todo tira na sila.",1
Nabibwisit ako sa ad ni Binay ang nuisance na ??,1
sorry not sorry roxas please humabol ka. ?? #PHVote,0
"@interaksyon dyan tayo magaling, bato ng masasamang issue kay VP Binay tsk 

#OnlyBinayInMakatiSanKaPa 
Ang Pagbabalik Binay In Makati",1
@miafrncne hello po. Kayo yung anak ni binay diba? Si nancy ba yun yung medyo niggah? Sana po mapansin mo ako?,1
"@atienzaaaaaa lakas maka assume na pag anti-duterte, roxas agad. Hindi ba pwedeng miriam lang kasi matalinong botante ako ??????",0
"Is it just me, or did TV Patrol just have a segment for Mar Roxas these past three days? https://t.co/YNRSeqeoFf",0
"Vice president Jejomar Binay pulling away from the pack: Leads Poe, Duterte and Roxas https://t.co/w4bXL8jxwf",0
?? or ?? ?,1
Maraming may gusto kay du30 kaya sya nag trend. Ang tanong makakaboto ba kayo? ???? #marroxasforpresident,0
"Sinong mas pabebe, MAR ROXAS O DUTERTE? ??",0
si binay daw nagkakamay sa jollibee? KAGAGUHAN NA HINDI BINIGYAN NG SPOON AND FORK YAN!,1
"RT @iwriteasiwrite: Interested to see reactions from Abinales + @tonylavs to Duterte's Poe pronouncements today. Is he one of those ""elites…",0
"RT @gmanewsbreaking: .@commrguanzon: This case is about Grace Poe and her not being natural-born, years of residency, not about Mar Roxas.",0
@shairazhel @alaizamendez hahaha kay binay na lang nognog daw sya at pandak. May pinaglalaban din ????,1
"If Mar Roxas was the lone candidate standing in the 2016 elections, he still won't get my vote.

#RoxasQuitNow to PROTECT PH DEMOCRACY",0
"Can't blame the masses for choosing Duterte over Roxas. For them, ""change"" sells better than ""continuity"".",0
Wala nmn nabago s mga sagot ni Binay #WantedPresident,0
Who is Mar Roxas? https://t.co/ulOFYCn7xI https://t.co/1brAZrYgdU,0
Comelec chief belies report of Duterte-to-Roxas switch in VCM testing https://t.co/KCh70ZnfiB,0
Makati corruption scandals? https://t.co/Tzyf3xmhQ2,0
"Kung nanalo si Duterte at Marcos, kasalanan ni Poe at Escudero.",0
Baka takot ma-Binay yung iba sa La Salle presidential debate kaya si Duterte lang sumipot. #PHVote #TheLeaderIWant,0
#OnlyBinayAgainstRape,1
Kung nagsanib pwersa si Roxas at Poe marahil talo na nila si Duterte. #Election2016 #PiliPinas2016,0
"Maliban sa Makati, ano pang pinagmamalaki ni Binay?",0
"Señorito Binay, gusto po niyo lagyan pa ng carpet o sa likod ng bodyguard ka na maglakad? #pabebe #NoToBinayEVER  https://t.co/nkaR0vIufT",1
Magkabaro talaga sina Binay at Blengbong! Hindi marunong tumanggap ng pagka-talo.,0
"First set of votes already in at PPRCV. Duterte leading, Mar and Poe close 2nd and 3rd. #Halalan2016",0
Hindi po nagbaback out si sengracepoe sa Presidential Race. Wag po magpaloko sa text na kumakalat. #DayaanMOVES,1
I added a video to a @YouTube playlist https://t.co/GJW5PxD95c MAR ROXAS vs. PhP86.9 Billion na PONDO sa YOLANDA,1
second na si mar roxas.... sugod na ang dayaan matuwid,1
VP Binay hits government’s deteriorating health program: • Vice President Jejomar Binay criticizes the governm... https://t.co/4tLe7fwHye,0
PUTANG INA TO MGA TO !! KAYA WALA NANG PAGASA PILIPINAS DAHIL SA MGA GANITO ?! TAPOS SASABIHIN NI MAR ROXAS... https://t.co/v4GU8PiE1h,1
"Wala ng dapat pang sayangin na panahon, Binay para sa pagka pangulo. Binay para sa pagbabago

#OnlyBinayUNAsaIlocos",0
RT @TheChiefJester: Oh Chiz. Come on. YOU have a Plan B. Plan Binay. @SayChiz  https://t.co/FNhZCraPOs,0
Nakakagalit to si Binay,1
"Goebbels: ""If you repeat a lie often enough, it passes off as the truth."" Sino naniniwalang di nangulimbat si Binay? https://t.co/raPCWgLw0S",1
"Binay visits LP mayor in Parañaque, accuses LP of vote-buying:  

VICE President Jejomar B... https://t.co/Cqps2QdV7D (via Inquirer)",0
Binay is the Donald Trump of Philippines.,1
badtrip ako dun sa ad ni binay,1
"VP Binay at Sen. Escudero, magkasamang nananghalian sa Davao nitong Linggo https://t.co/KKmmu5Zv4H https://t.co/plflN4rGJ4",0
BEWARE OF THE STUPID EXCUSES OF THE LOSERS!!! Mar Roxas AND Leni Robredo SHALL BE THE PRESIDENT AND VP OF... https://t.co/GMaOyuojpT,0
"Commercial: ""Dahil kay Binay... bla bla bla""

Me: (rolls eyes) (rolls eyes) (rolls eyes) (mute TV) (turn off TV)

#ALDUBHappyBdayLOLA hihi",0
Mar Roxas' level of desperation: 102% ??????,1
PUNYETA SHIT PLEASE BLOCK THAT BINAY COMMERCIAL! WALA KANG MALOLOKO DITO! UWI!,1
"@sexyandinaoet please, wala na bang ibang candidate jan? ""Only Binay"" nalang ba talaga? Haha! ??",0
I don't know why I feel like Binay is not even part of the debate ??,1
"#WeAreForMar dahil may mga ganitong plano,di lang puro yabang at senseless mumbles. #RoxasRobredo na tayo sa 09 May. https://t.co/4trEp4z5lx",0
2015/9/18 00:31 PHT,0
Trending ang pagpapa-krus ni Binay sa Facebook. Tadtad ng Memes.,0
Naiirita ako sa commercial ni Binay,1
"Kahit tumakbo si Duterte, I'll still go for MIRIAM for President",0
Binay challenges Ombudsman’s recommendation to file graft raps | https://t.co/u4WCGRubgt https://t.co/5ijozpmkh3,0
MAS GWAPO SI SANDRO AT LUIS KAYSA SA ANAK NI BINAY!!! IT'S FUCKING TRUE! ?? I'M SO IN LOVE WITH THEM! ??????,0
Pag nakikita ko si Mar Roxas nakikita ko sakanya si Budoy. Bat ganern :3,1
The bias is strong with this one. #LeniOnMMK #MMKIna #RoxasRobredo2016 #ABSCBNFAIL,1
#OnlyBinayWinner,0
Trending ka pa VP Binay,0
"Sakit siguro ng ulo ni VP Binay, he was leading all the way last year plus considering how much he spent for his campaign ??",0
binay-zoned,0
"Bakit ang judgy mo? Dahil ba natuwa ako sa speech ni Binay kanina? Hahaha! Wag ka magulo, yun talaga name nong laro. https://t.co/33jRSwMkiB",1
"@kathleenoliviaM wala ng mga ita, di na uso. Mapuputi na sila. Baril nadin daw gamit donated by Binay. Haha!",1
"""'Yung 4Ps ay ititigil daw ni Jojo Binay kapag naging pangulo. Kasinungalingan po 'yan, 'wag po kayong maniwala d'yan. #OnlyBinayPriority4Ps",0
Mar Roxas yung boto ng lola ko pero yung sinagot nung tito ko si Duterte hahahaha,0
"Matatalinong botante ang mga taga isabela, Binay?? https://t.co/iv4Bx5ofyD",0
I do understand why MDS supporters are upset. It really doesn't make sense na mas mataas sila Roxas at Binay ?? #DayaangDILAW,1
"RT @jhedcarl: Given na naman, may commercial na nga eh! Tssk. Saludo ako sa tigas ng bungo nito! #Binay #Binay2016 #kapalmuks ?????? http://t.…",1
Yung feeling na pinagpasa pasahan si Mar Roxas kasi parang ayaw siyang maging running mate haha nauwi kay labredo ??,1
@iamjimtolentino Duterte vid: defending the children. Trillanes/Roxas vid: using children to attack? What if this is a war? #thedifference,0
"Either Poe or Roxas I really don't mind, basta wag si Duterte please. So many years of progress and we'll trade it in for backwardness?",1
Mar Roxas appealed to unity w/no preconditions. Mar called for unity because were asking. Grace Poe slammed that door. Showed her bad side.,0
"News5 Everywhere - MAR ROXAS, BINATIKOS, TINAWAG NA 'CREDIT GRABBER' NG NETIZENS https://t.co/dG0VTuaYzB",1
Pero di kami nakasayaw kanina. Grabe ka Binay. ????,1
Oh c'mon Karen Davilla its just a joke wag kang bastos! Oo si Sec. Mar Roxas Presidente mo! Favoritism! #KarenDavilla,1
"Binay to Roxas 
""Nasan sya? Grabe galit sa kanya ng taga Leyte sa kapalpakan nya!"" #PiliPinasDebates2016",1
Totoo ba umatras na si Mar Roxas ? What happening.,0
"And Binay is owning these. It's a brilliant strategy to get the sympathy of the poor, the less educated, the powerless.",0
Di ko pinagsisihan na binoto ko kalaban ni Binay. I want change. Pero ayaw ng karamihan sa Makati ng pagbabago. Edi shing hahaha,0
"Bakit ngayon pa, Duterte? Bakit nagsabay kayo ni Miriam? :(",0
Binay is in Twitch chat????????,0
"@4Duterte @BReginleif @akahnnyc exactly. How about Binay being said ""anong alam ng guro sa pamumuno"", or Roxas'  being irresponsible?",0
Mar Roxas kung para sa iyo ay di problem ng gobyerno ang #TanimBala ito ang masasabi ko. May utak ka ba? Saan nakalagay? Kahiya ka nman!,1
Desperado na si Mar Roxas ????,1
RT @jicobanana: Taena mo binay ikinakahiya ko nang negro ako ??,1
https://t.co/a52MhbyHHl,0
RT @CrystalsJoyce: @CasemCasey hahahahah dala ka naman sa monday nan inom us  sa comlab sama naten binay,0
"VP Binay says ""hindi naman pwedeng may karanasan nga pero puro naman kapalpakan"" | via @jv_arcena",0
Si Binay naasa paden. Hays hays.,1
Naisip ko lang na sana di na lang tumakbo si Duterte. Kasi mahahati lang ang votes sa kanila ni Miriam. Baka manalo pa si Binay. Wag po!! ??,1
Another annoying tv ad of Binay,1
PH VOTE DUTERTE,1
@trixiabarangan @ILeelyLikeIt @clauidiego bakit pag kami nagtatanong puro binay,0
Daming tawa dito kay Mar Roxas na 'to. ???? https://t.co/48SdXzMWoW,0
Manalo na si Poe wag lang si Roxas! #Du30 #HalalanResults,0
